f_id,i_id,2_1,3_1,4_1,5_1,6_1,7_1,8_1,9_1,10_1,11_1,12_1,13_1,14_1,15_1,16_1,17_1,18_1,19_1,20_1,21_1,22_1,23_1,24_1,25_1,26_1,27_1,28_1,29_1,30_1,1_1
11,1,-0.3374062938867066,-0.039498337591296506,-0.4446441665570511,0.8411164914225695,0.6973587889178665,-0.6609207288117553,-0.3532748950193816,-0.2942686529710148,0.9980723878595343,,0.8501493636133675,-0.5967073349447354,-0.47331567619794446,0.1264924299206689,0.8257237603009175,-0.1642736616496019,-0.1456650070441461,-0.46754655554106894,-0.26234733132999977,-0.5597465836613913,0.1545867461087317,-0.3827219386922245,-0.5123961465097626,-0.04743946168891089,0.07051060796070441,-0.0550778801409062,0.6101820455140198,-0.24282071018817675,-0.32115760743683786,-0.6315944553265656
12,1,-0.3478009315588153,-0.3129390983840441,-0.41434162579098377,0.9898968795554842,0.9517832534272715,-0.44891162878950164,0.021563048057060774,0.03063532505456057,0.9823293841198217,0.8937814867425382,,-0.3581677648946888,-0.17498849767939317,0.14692901152754623,0.9481546370798462,-0.3526755019043053,-0.25398419797465444,-0.5332484816878607,-0.40387264901844144,-0.6024917853469898,0.09342844575338516,-0.37628222899203023,-0.32126906309156666,0.04713451264117641,0.2634128223983849,-0.24044194640994143,0.48470283389336877,-0.5182050945956029,-0.594244425985099,-0.6820366604335615
13,1,-0.24561182555322603,-0.6592014758058742,0.05856873589436673,0.2874497023714804,0.5379966204100795,0.7571743545610193,0.9596834647749645,0.9491177519250026,-0.4528394089663026,-0.4347090490385108,0.2395563796244634,,0.9625541363393393,-0.40788972362470766,0.34629334044026505,-0.5375702166139185,-0.680594302436375,0.03635087167718831,-0.6018707603784317,-0.48549453239983453,-0.5130968647681522,0.156283420800163,0.4145033717638662,0.7524716120618224,-0.04197819792475643,-0.12050628842174138,-0.40362586683201096,-0.5877610875582535,-0.5414461561205988,-0.43225119677460144
14,1,-0.2531362833807602,-0.7372962245759003,0.34819896286809726,0.2678518350889356,0.5335211756463417,0.7416898704853436,0.9840841907834803,0.9889042877499233,-0.21638829627351774,-0.1686836163648684,0.226273028213981,0.9648562987586061,,-0.0755980144667181,0.36480928247399325,-0.681726564687616,-0.4949092907447137,0.1542281383037286,-0.6420342508950514,-0.6206490371417805,-0.19301607059781012,0.44366453552581864,0.4803227186925325,0.47454139467577283,0.07020906071995714,-0.16073966688123753,-0.2785564101534983,-0.7486619810805393,-0.6158982590723605,-0.5313340448048143
15,1,0.19049593062664982,0.4186087670312244,0.6519595134503698,-0.930363982411472,-0.8425733946062388,0.255759064638605,-0.2732465432504929,-0.2477965551980983,-0.6602393486018694,-0.6497095892483227,-0.8910423834895491,-0.14503064038737334,-0.074378504219617,,-0.9022869169499459,0.5439091129640795,0.5277219526212092,0.5603323268657474,0.31355600745948986,0.6380809133619145,0.9232969597829196,0.5166094137998257,0.5871045849383083,-0.22279953786078788,0.3395986876965611,0.33293282808522384,0.26211193297976043,0.2857442761157738,0.5486987307612964,0.635653711645858
16,1,-0.43552981292265724,0.17386564784940717,-0.4960577241852602,0.8910734992557994,0.9132521953514755,-0.4083445085102777,-0.033565478622799017,-0.11718028235184708,0.6978872993668787,0.46863934744626057,0.9134817468858876,-0.2040962346492483,-0.05621530782323436,0.010173579072870975,,0.019582808328525547,0.0015148417258080693,-0.709142898770907,-0.051180970380312774,-0.23612606844021422,0.3287611844363406,-0.7180662185526001,-0.6494967868175054,0.12012121858275093,0.2608690198695508,-0.5688419036392849,0.5742562305881052,-0.044243292178285376,-0.6287024609698413,-0.8799765941147453
17,1,0.20427404345024358,0.9708139606000213,0.09705689163067366,-0.5438898588668102,-0.651098180837276,-0.17601367722736594,-0.6317047566103224,-0.6935741263247253,-0.15977184049254856,-0.2814570208094187,-0.4346685492140496,-0.5369084669497179,-0.4710218516614797,0.49752608449711466,-0.42799759078159805,,0.7684567340597485,-0.007144059040444128,0.8268066583878139,0.49095669294359345,0.5108202908355567,-0.27695286583047274,-0.2996320108841235,-0.3621432540971481,-0.19120660162702818,-0.14064977266924572,-0.3768350926233466,0.857874129939885,0.48266560889753884,0.6926410393031069
18,1,0.36813222253205535,0.890602339649993,0.1062973480151469,-0.4923236827120545,-0.5415991825650464,-0.4044578523753595,-0.6383273562904461,-0.7463032405728451,-0.14922515384651414,-0.33681558056650474,-0.42473338926460213,-0.7523884167712713,-0.5482573509450424,0.6324778224351227,-0.29947988779009016,0.8606102832600779,,-0.3760042528320404,0.8245927397621491,0.8160829061802389,0.5262305757234739,-0.4907458057993741,-0.5808454892508057,-0.6815728681597255,-0.23572254017356142,-0.4818965427338302,-0.18320843738136738,0.744341252267298,0.18458392824881897,0.5914660344128104
19,1,-0.4458591721750502,-0.10031791084361674,0.8597170920160189,-0.37774990447540047,-0.2985705801859315,0.7843779891716423,0.16686307743104556,0.17795503925058231,-0.21911637312005405,-0.19638654763650054,-0.45092697320115405,0.31436101312040043,0.28142716611449414,0.2501272488543925,-0.3402553506614425,0.018241070088786615,-0.22525158721405436,,-0.4634112563425812,-0.13162002697745057,0.4473747728750771,0.877476721914624,0.8594973450924652,0.7171008303693123,0.8644882187452879,0.8585620832069671,0.03949309513939503,-0.025999398115627237,0.13802676879837839,-0.0772708683921024
20,1,0.632906896979155,0.7054349295878228,-0.23290494525796213,-0.282738357549299,-0.46570999522887435,-0.5161001851406857,-0.6364282740614009,-0.6468970581230402,0.1508082992800166,0.11802657950762219,-0.23784465068025118,-0.6401506785677751,-0.6179723247246063,-0.008184511347050893,-0.38978661080590893,0.678415861289059,0.8010039028508156,-0.15404698157527585,,0.7385831780273291,0.04317582033423262,-0.28893007532605197,-0.4530836019172946,-0.49150940196601023,-0.20578677554706282,0.007193091012998587,0.004827531965742593,0.5262732323614309,0.4779744999254302,0.8264250483190311
21,1,0.28816787491534535,0.7340192657857658,0.3964315516119026,-0.7072833963288676,-0.7310593326497943,0.22072747019266759,-0.33817367301342927,-0.5019379704395202,-0.3294294721596034,-0.5142960189103205,-0.6360061862723088,-0.2479427144288644,-0.25752137055415925,0.30991884858141105,-0.5072232575931235,0.6908017292537627,0.7417824450263476,0.2690206768150468,0.7123440362204275,,0.5227703008090693,-0.008325514700679326,-0.13969454561554429,-0.4227253475094339,0.16316828908972003,-0.10497938999038303,-0.3374221719064696,0.8128483658689695,0.3934674537473042,0.6462672605418652
22,1,-0.24991382647286664,0.5834690643356655,0.4323544783232991,-0.26027706120685923,-0.19513309797142564,0.199773217044507,-0.10942688930211553,-0.35947894724982854,0.03999625214882774,-0.28925783901089885,-0.168444233049315,-0.23974658663651582,-0.03461054270244457,0.7691068479145692,0.13458501041175552,0.5918368279023493,0.6701503165369909,0.009199039111665752,0.23973046581376356,0.6777939689974041,,-0.22778690105736565,-0.3342494352158627,-0.3987590310730049,0.5705797022042491,-0.4505232718870553,-0.09567657968504606,0.4270263095361009,-0.19499333573218114,-0.16097540872005967
23,1,-0.24103572029214604,-0.19922135400947627,0.9531206143824068,-0.33476129818857014,-0.2643637125478251,0.6948387057216996,0.06596052583515521,0.0258507423194676,0.17073197842370968,0.2603844235906708,-0.43250077163173195,0.051089349422029806,0.07520891087575277,0.3907366684757534,-0.25500540171817154,-0.16408195257995306,-0.10795782809179233,0.2831519008824894,-0.37800809594243656,-0.19419136253703462,0.1358241495847229,,0.9538377513133249,0.01982355444896433,0.7694901661961515,0.6361441878870562,-0.031447218758226425,-0.1823243917788313,0.050665799695562175,-0.1482206374918631
24,1,0.1705098427753401,-0.6267903541885369,0.7353537593148024,-0.5079312013469228,-0.33887101814512777,0.6315999909823267,0.3901201069675516,0.4890454433426925,-0.43099945666490114,0.00210456131842518,-0.5969764784170288,0.47968436872486975,0.36357604052046566,0.2527355658017123,-0.6225689824423548,-0.5284827885216639,-0.49017697237685987,0.29599914609830624,-0.5584597493526968,-0.5232852675817037,-0.31346944668367893,0.9636919670852789,,0.1806252245571338,0.4655436477546493,0.6912908260934616,-0.29715997756068036,-0.5319862914461366,0.3029760960312867,0.18639688701450496
25,1,-0.4079775378695176,-0.05397020019774845,-0.48690893282884407,0.7612787534170349,0.7538275051346462,-0.23875986950639305,0.3181345006998406,0.4748803415737841,0.43727036390069096,0.5499719953897149,0.7285330676204916,0.01993021256109806,0.13801588703205636,-0.4266532540641643,0.5457864324320608,-0.012963133112430247,-0.5612178673561683,-0.4490146436569473,-0.3987370963449679,-0.5298468752442522,-0.36675444447796623,-0.2025325007543457,0.18950449091450883,,-0.2229794418771358,0.19268318268132323,0.3505459767773127,-0.1809557986983712,0.04657007424234538,-0.6127228089668293
26,1,-0.2126196705688106,-0.34273072321051634,0.7755352262180285,-0.029836692106158136,0.021970545233917615,0.6344870260719755,0.26943616907375467,0.14981767454342232,0.09196765272831664,-0.03655525204987908,-0.08008097186294583,0.39429950020498705,0.3978947465748257,0.30413191465083034,0.17674519923817777,-0.3001254766966577,-0.4228905826074836,-0.03478019200646387,-0.5488469648885967,-0.475328026167944,-0.20676266008384325,0.34506961963658234,0.33739158246902057,-0.13810311509577455,,0.2073637044092621,0.12294016166737631,-0.4422476108748772,-0.32854547341258344,-0.027471086548159995
27,1,-0.41741261411989705,-0.029459316239579758,0.032255442121340905,0.375678215757847,0.22505955459676885,-0.19883173516570474,-0.3606980694222832,-0.4394303859405957,0.8008260976284269,0.8413119183113189,0.3450989142229284,-0.27933780150915055,-0.4838965135451583,-0.30748918895372856,0.3341190467344949,-0.08542456999827475,-0.28762646979553663,-0.008098402642913616,0.03975637855019809,-0.29680508296247,0.1804268731340415,0.2599842947806412,-0.048973669613297854,-0.3401261995038354,0.6093568121631588,,0.6204999478507206,0.30264826695846747,0.13081436972940974,-0.033161632891913095
28,1,-0.09829062567758151,0.05216278015875797,-0.06500515693020126,-0.3450203159185894,-0.3125904928748293,-0.27779939931750475,-0.35033510041595606,-0.2682200884652737,-0.3231442469353105,-0.3136231052952769,-0.15446687388036118,-0.2061427796266766,-0.2476737961387281,0.7995137460756264,-0.21588141043421483,0.21180002682460952,-0.12826319730129487,0.008837221071780643,0.04395479393431523,0.028423925884936474,0.6893805528832816,-0.10387621021306437,0.3163533993295212,0.18338229599688094,0.44563274631113203,0.265016044431158,,0.2857454012265601,0.4363661769290106,-0.06674530699383996
29,1,-0.005903062530526304,0.31306395211322857,0.11895678748849481,-0.23727609075957612,-0.48145276652248636,-0.13585714549737227,-0.49602906620118414,-0.6073415232476234,0.12945966890077654,0.06617435850610298,-0.16931274763752469,-0.29663425573438174,-0.5295395160687097,-0.10699514025750267,-0.39420627386384943,0.15657791917621067,0.27250778913492324,0.339748345446369,0.14884640408574457,0.31936245004442876,0.1423289804355985,-0.4478429302488185,-0.3332071251398352,-0.4556826805398355,-0.2269908304928112,0.5930151710723606,0.7249138934397662,,0.9205772276562225,0.5855924127269623
30,1,-0.06377465458177278,0.9265532832850191,0.3279053898492328,-0.6800500427493588,-0.7434788437425688,-0.21081507032934055,-0.6499652498917223,-0.6591588173492338,-0.06287067461721718,-0.0882162086647833,-0.6250552062150487,-0.5895424873513229,-0.6279470707319508,0.4470324378322633,-0.7481178108157787,0.9551585475944563,0.6201936883550107,0.4288495839988866,0.4588901880737237,0.7593684058622509,0.7238336767501106,0.1921110903150527,0.05924179992704204,-0.22145641095344692,0.14638469488182082,0.48366088286698705,0.08351058616142648,0.9641510778085189,,0.6830131193353218
